Test name,Test ID,Result,Comments
"Docking station detection after suspend (S0ix) (Ubuntu) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC344.201,PASS,"https://github.com/Dasharo/open-source-firmware-validation/issues/1020"
"Docking station detection after suspend (S0ix) (Windows) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC344.301,PASS,
"Docking station detection after suspend (S3) (Ubuntu) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC345.201,PASS,"https://github.com/Dasharo/open-source-firmware-validation/issues/1020"
"Docking station detection after suspend (S3) (Windows) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC345.301,PASS,
"Docking station detection after suspend (S3) (Ubuntu) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC346.201,PASS,"https://github.com/Dasharo/open-source-firmware-validation/issues/1020"
"Docking station detection after suspend (S3) (Windows) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC346.301,PASS,
"Docking station detection after coldboot then hotplug (Ubuntu) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC347.201,PASS,
"Docking station detection after coldboot then hotplug (Windows) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC347.301,PASS,
"Docking station detection after coldboot then hotplug (Ubuntu) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC348.201,PASS,
"Docking station detection after coldboot then hotplug (Windows) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC348.301,PASS,
"Docking station detection after warmboot then hotplug (Ubuntu) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC349.201,PASS,
"Docking station detection after warmboot then hotplug (Windows) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC349.301,PASS,
"Docking station detection after warmboot then hotplug (Ubuntu) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC350.201,PASS,
"Docking station detection after warmboot then hotplug (Windows) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC350.301,PASS,
"Docking station detection after reboot then hotplug (Ubuntu) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC351.201,PASS,
"Docking station detection after reboot then hotplug (Windows) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC351.301,PASS,
"Docking station detection after reboot then hotplug (Ubuntu) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC352.201,PASS,
"Docking station detection after reboot then hotplug (Windows) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC352.301,PASS,
"Docking station detection after suspend then hotplug (Ubuntu) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC353.201,PASS,
"Docking station detection after suspend then hotplug (Windows) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC353.301,PASS,
"Docking station detection after suspend then hotplug (Ubuntu) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC354.201,PASS,
"Docking station detection after suspend then hotplug (Windows) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC354.301,PASS,
"Docking station detection after suspend then hotplug (S0ix) (Ubuntu) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC355.201,PASS,"https://github.com/Dasharo/open-source-firmware-validation/issues/1020"
"Docking station detection after suspend then hotplug (S0ix) (Windows) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC355.301,PASS,
"Docking station detection after suspend then hotplug (S0ix) (Ubuntu) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC356.201,PASS,"https://github.com/Dasharo/open-source-firmware-validation/issues/1020"
"Docking station detection after suspend then hotplug (S0ix) (Windows) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC356.301,PASS,
"Docking station detection after suspend then hotplug (S3) (Ubuntu) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC357.201,PASS,"https://github.com/Dasharo/open-source-firmware-validation/issues/1020"
"Docking station detection after suspend then hotplug (S3) (Windows) (ME: Enabled) (WL-UG69PD2 Rev.A1)",UTC357.301,PASS,
"Docking station detection after suspend then hotplug (S3) (Ubuntu) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC358.201,PASS,"https://github.com/Dasharo/open-source-firmware-validation/issues/1020"
"Docking station detection after suspend then hotplug (S3) (Windows) (ME: Disabled) (WL-UG69PD2 Rev.A1)",UTC358.301,PASS,
"Verified boot support (Ubuntu)",VBO006.002,PASS,
"Booting from Slot A (Ubuntu)",VBO007.002,PASS,
"Booting from Recovery (Ubuntu)",VBO008.001,PASS,
"Recovery popup is not displayed when correctly signed firmware is flashed in RW_A",VBO011.001,PASS,
"Self-signed binary is bootable without errors",VBO012.001,PASS,
"WiFi / BT enable",WBS001.201,PASS,
"WiFi / BT disable",WBS002.201,PASS,
"Windows 11 installation and boot",WBT001.001,PASS,
"Wireless card detection (Ubuntu)",WLE001.201,PASS,
"Wireless card detection (Windows)",WLE001.301,PASS,
"Wi-Fi scanning (Ubuntu)",WLE002.201,PASS,
"Wi-Fi scanning (Qubes OS)",WLE002.203,PASS,
"Wi-Fi scanning (Windows)",WLE002.301,PASS,
"Bluetooth scanning (Windows)",WLE003.002,PASS,
"Bluetooth scanning (Ubuntu)",WLE003.201,PASS,
"Bluetooth scanning (Qubes OS)",WLE003.203,PASS,
